Input Sample	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Pearson Correlation	RMSE
TCGA.60.2707.01A.01R.0849.01	0	0.074368695269342	0.10464715241805	0	0.014779533263803	0.10220191464746	0	0	0	0.069511111422214	0	0.011836020295788	0	0.19052195123284	0.0079119316355105	0.12913010146516	0.00605404376524	0.044494706066978	0.062867320185205	0.043262072706278	0	0.13841344562613	0	0.3347366522367661	0.9476774829690696
TCGA.60.2708.01A.01R.0849.01	0	0.072819154256405	0.055606748634181	0	0.044806636949782	0.049211771350671	0	0.0081273622862506	0	0.0040967908126472	0.015116914488716	0	0	0.27593212239708	0.02286414234498	0.1396056417546	0.068997914625287	0.032019191442878	0.14110947095433	0.042124746539304	0	0.027561391162886	0	0.2826009994834141	0.9746151104624234
TCGA.60.2710.01A.01R.0849.01	0.0092224674002329	0.014280891011831	0.14448082981415	0	0	0.069475597315544	0.037183094399641	0.056445705418631	0	0.077310034315429	0	0.027566909284581	0	0.17193256876828	0.097111239248923	0.083079324234979	0.06272020965478	0.0094231932272834	0.11958520824511	0	0	0.020182727660607	0	0.5426903868414955	0.8508227067886411
TCGA.60.2711.01A.01R.0849.01	0	0	0.26106101412474	0.046972965671549	0	0.040933976689339	0.086061810549205	0.016714597912401	0	0.13434147085788	0	0.034908487228751	0	0.045618225342514	0.092333581791281	0.087934115652865	0.033407312172949	0.014208393206332	0.10169325104405	0	0	0.00381079775614	0	0.5346904055564902	0.8494724412105296
TCGA.60.2712.01A.01R.0849.01	0	0.057132739928842	0.2638156836644	0	0.0010045514335511	0.09441023939322	0.051023422834284	0.033305174973906	0	0.096002476839622	0	0	0	0.11307291087483	0.1233854785868	0.079427318141677	0.016038469867128	0.0052500295522637	0.057999198622824	0	0	0.0081323052866591	0	0.6814625971558751	0.7636605583386765
TCGA.60.2713.01A.01R.0849.01	0	0.0271681329878	0.067642199202302	0	0.014394866660561	0.039498158511516	0.067001057003428	0.018065737747952	0	0.13072955601822	0	0	0	0.34041496906857	0.093655219340024	0.12719749280942	0	0.0014060101360782	0.057351442776902	0	0	0.015475157737224	0	0.361836044642435	0.9401208714684051
TCGA.60.2714.01A.01R.0849.01	0	0.053004497027769	0.26009168502423	0	0	0.030347827699479	0.069453160607151	0.04876753386651	0	0.12317214528293	0	0.060493376343805	0	0.055876768863914	0.065119478142784	0.062591220430428	0.011622325935555	0.068885572348659	0.072193082046293	0	0	0.018381326380489	0	0.5700394021649599	0.8288311444195453
TCGA.60.2715.01A.01R.0849.01	0	0.10242237194029	0.041216629318581	0	0	0.10042785024973	0.042156354072797	0.080936665768272	0	0.072008362696989	0	0.025754950810868	0.0015576024629872	0.080017667565897	0.055662264325024	0.11602917641509	0.070927312959052	0.066600979217692	0.11359000709053	0	0	0.030691805106186	0	0.4905138096678689	0.8787341757346476
TCGA.60.2716.01A.01R.0849.01	0	0.10944545454552	0.076719980954485	0.015027648983261	0	0	0	0.089074073618999	0.041297558726645	0.043923293786607	0	0.017801194978464	0	0.14679264130747	0.042805146104221	0.21123529893039	0.075527934930931	0.051870284645085	0.078479488487925	0	0	0	0	0.26762259613445316	0.9732609112717894
TCGA.60.2719.01A.01R.0849.01	0	0.045561446531134	0.1013469168674	0	0.050797182619562	0.070564071794664	0	0.03994424103588	0	0.081441213994843	0	0.040401882733683	0.027386869321422	0.19451377237441	0.087284328233459	0.18111515754485	0.023875834340087	0.031662955126389	0.016905938380223	0	0	0.007198189101992	0	0.438118402709841	0.898059900749635
TCGA.60.2720.01A.01R.0849.01	0.0097320649208302	0.029226371043289	0.19455171530361	0	0.016525367125017	0.0016078586506966	0.075193099615054	0.044671126972273	0	0.11328815305961	0	0.0071573477515602	0	0.15611074136443	0.11700424282124	0.027381134162429	0.061307467278615	0.01800880827013	0.059425791745783	0.049968456987918	0	0.018840252927523	0	0.4623887912901156	0.8863015450949906
TCGA.60.2721.01A.01R.0849.01	0	0.034960276427138	0.1716490510629	0.060501078574109	0.029982992968494	0	0.11956144977449	0.017867064186497	0	0.15870909664867	0	0.022683730369501	0	0.036075298124378	0.094195801319021	0.097854232628304	0.01523485387519	0.014404835258756	0.12008399480837	0	0	0.0062362439741944	0	0.5595951301195932	0.8397636692790656
TCGA.60.2722.01A.01R.0849.01	0	0.015582905524612	0.18655994463645	0.047727639733188	0	0.0076064371663887	0.019588144955624	0.092281300911713	0	0.0068345309919831	0	0.015986921254639	0.0027322750707482	0.20369213482793	0.08040462998874	0.1550439790401	0.0079832602480631	0.050179735999897	0.067110313914261	0.040685845735661	0	0	0	0.3382003192882575	0.9461678042255093
TCGA.60.2723.01A.01R.0849.01	0	0.041503563415339	0.17289324676624	0.045764156173406	0.011354147663857	0	0.15029927418993	0.030882145611496	0	0.077624725224791	0	0.068683965184247	0	0.057351165653839	0.094616028058197	0.070610335641943	0.013255071871316	0.027531287936547	0.12112338422983	0	0	0.016507502379023	0	0.3850273855478652	0.9227788406456027
TCGA.60.2724.01A.01R.0849.01	0	0.0084704730409878	0.026281225066656	0	0	0.065213583170082	0	0.040605773023329	0	0.046015085730493	0	0	0	0.22597119843474	0.013206677008328	0.17644126359045	0.01016978470668	0.069641570367008	0	0.20177257854878	0	0.11621078731247	0	0.3775375872033188	0.9355899733006806
TCGA.60.2725.01A.01R.1199.01	0	0.021688492625133	0.12956719086211	0	0.01509034163073	0.030008541751741	0.047138679406964	0.050432916077043	0	0.1398511494986	0	0	0	0.12471102813592	0.10304434070173	0.092841373650749	0.032637389898509	0.07523562672555	0.061477025162042	0.013522674957904	0	0.062753228915278	0	0.42450453097359653	0.9044962662836252
TCGA.60.2726.01A.01R.0849.01	0	0.11398033874127	0.067612029638462	0.0406717854283	0.070380894789123	0	0.19035590267218	0.061212535432065	0	0.112636952095	0	0.0072645743773082	0	0.092929998674057	0.093596163770778	0.043663139450515	0.016505777243064	0.025125503771531	0.057725408190751	0	0.0063389957255974	0	0	0.3185666862464311	0.9513443835218838
TCGA.66.2727.01A.01R.1031.01	0	0.033775183309181	0.17645883286294	0.010937421089524	0.0045528983805073	0.015583733664992	0.018824662928052	0.021425839611811	0	0.081186569030021	0	0.047002894961822	0	0.091931994462967	0.11710875455061	0.071812613020734	0.10778672755505	0.042529499071791	0.10762691977756	0.017406550939051	0	0.034048904783387	0	0.49573718259521976	0.8704398430041139
TCGA.66.2734.01A.01R.1031.01	0	0.081488179882506	0.043308319466009	0	0.01016570679993	0.093568193120058	0.031368732037156	0	0	0.051250408733634	0	0	0	0.069900457085348	0.061594038184177	0.092421556877007	0.055243065596638	0.017663097361203	0.082612029241752	0.032546469104452	0	0.27686974651013	0	0.35971536390205605	0.9403979855158583
TCGA.66.2737.01A.01R.1031.01	0	0.095226353934163	0.18890187944265	0	0.010742390523706	0.025736707267848	0.021617936043703	0.054025603700097	0	0.12227476827731	0	0.044988360815014	0	0.033211764008888	0.077298791436227	0.13528436657373	0.034204632860352	0.034125247523549	0.07098430016155	0.021076809393464	0.0090696527080148	0.021230435329732	0	0.5582326431588913	0.8391209683455003
TCGA.66.2742.01A.01R.1031.01	0	0.012637691862457	0.21278729886649	0.0061849233461358	0.044288801711669	0	0.012422264872836	0.025490465497083	0	0.064326768538025	0	0	0	0.12126895815177	0.10054900265217	0.090324889031961	0.059794996403093	0.010910447765835	0.056304234119302	0.04647346545157	0	0.1362357917296	0	0.5391881416605127	0.8460901001925571
TCGA.66.2744.01A.01R.1031.01	0	0.082458390329853	0.079957485876835	0.018007896494843	0.0020462703542736	0.035885130495451	0.10761943380027	0.038124606263367	0	0.091258665768724	0	0.042479963801037	0	0.19763987478109	0.081399420230397	0.12634186066001	0.015162054817546	0	0.05965673536933	0	0	0.021962210956978	0	0.5048706021659329	0.8664568744491692
TCGA.66.2753.01A.01R.1031.01	0	0.074925190273725	0.16551039970004	0	0	0.11446901202837	0.026693197052794	0.052158778678307	0	0.0070051807294501	0	0	0	0.11311061826658	0.11806892429977	0.097408034907984	0.016699889180096	0.013417192416114	0.10289229102554	0.026726670904411	0	0.070914620536825	0	0.517278766283905	0.8605740870411236
TCGA.66.2754.01A.01R.1031.01	0.013378032547562	0.0010112679924121	0.18337944655444	0	0	0	0.038484212127093	0.065335337871224	0	0.10852077152757	0	0.076436286863385	0	0.06040643363484	0.059359351301612	0.22567235606388	0.056306138537865	0.019233213386106	0	0.081092099767557	0	0.011385051824458	0	0.2336508818149567	0.9941475460446279
TCGA.66.2755.01A.01R.0849.01	0	0.065046584625738	0.042269613544553	0.036090611792468	0.0308776751468	0	0	0.026158322756053	0	0.027284786700703	0	0.0108627614075	0	0.23887587718451	0.17531466482776	0.035799933659531	0.033701073311135	0.038924161614607	0	0.22646376531206	0	0.012330168116583	0	0.4051440657175448	0.9248970576966749
TCGA.66.2756.01A.01R.0849.01	0	0.037299364911144	0.31906980769915	0	0	0.035660016881484	0	0.070765640754048	0	0.12748982427089	0	0.052271784728942	0	0.12017938273484	0.086965253545219	0.059106277339148	0.020253463622991	0.026704343196933	0	0.026605055735155	0	0.017629784580062	0	0.5129267883756968	0.8576369116031933
TCGA.66.2757.01A.01R.0849.01	0	0.082857448308781	0.11675034991854	0.06857172069303	0	0	0.063023386004342	0.078251430599843	0	0.1305355078812	0	0.050263458834736	0	0.034578290485669	0.11694247127996	0.16219363953759	0.033499417025559	0.029633554099082	0.032899325331672	0	0	0	0	0.43884183543245	0.8976326724060049
TCGA.66.2758.01A.02R.0849.01	0	0.021281063311653	0.10129865346548	0.13437265429945	0	0	0.14618956075211	0.018985794747011	0	0.21106967951661	0	0.01452878556822	0	0.087172606911611	0.08480363745423	0.10661619600735	0.012953858712188	0.02791839269386	0	0.019874146818771	0	0.012934969741453	0	0.4407920267807057	0.8969312359685954
TCGA.66.2759.01A.01R.0849.01	0	0.040784862313555	0.17664890259869	0	0.041889338926632	0	0.048187920475515	0.03626521573791	0	0.13573472828054	0	0.025265748155015	0	0.13258736488929	0.086932767703128	0.12605537980924	0.018596417289632	0.025644674163505	0	0.086079305751537	0	0.019327373905814	0	0.44226127842468554	0.8959821879492158
TCGA.66.2763.01A.01R.0849.01	0.0066843179359458	0.010922614530912	0.2985397370291	0	0	0.01754852036321	0.02043073542339	0.029507990127694	0	0.062580900965045	0.005978619053477	0.020755840887461	0	0.17796887060499	0.10644810828052	0.12240319271423	0	0.0084182986436596	0.012283096178518	0.064059022928327	0.0027224489807387	0.032747685352775	0	0.5452056514697566	0.8388927350447171
TCGA.66.2765.01A.01R.0849.01	0	0.1103693226606	0.10162472091294	0	0.023704126006453	0.07534076642932	0.062748573596545	0.04491091699063	0	0.04239613549401	0	0.027043632976042	0.0011112137932155	0.039171408114519	0.06638793086169	0.032957185569129	0.16311006812253	0.037185310304619	0.15722724503142	0	0	0.014711443136336	0	0.5369105425982188	0.8597651457306125
TCGA.66.2766.01A.01R.0849.01	0	0.019146164643947	0.1692579407173	0	0.0055001033536175	0.0051187847537757	0.0062440265583105	0.052493099727925	0	0.16741186514857	0	0.035383649468575	0	0	0.17000408567708	0.23015321668762	0.047259365364845	0.01121905661071	0.079661756906866	0	0	0.0011468843808607	0	0.41933302787268895	0.9082952118550841
TCGA.66.2767.01A.01R.0849.01	0	0.088479097526684	0.1216616924767	0	0.03730490549878	0	0.066997591855879	0.062137490991862	0	0.13854892047387	0	0.032381126389345	0	0.0606560554591	0.099141757609033	0.10425116735087	0.042026786323048	0.0046672709850742	0.13212080107469	0	0	0.0096253359850618	0	0.5679114489264983	0.8391276329945284
TCGA.66.2768.01A.01R.0849.01	0.0062701959489856	0.012133044174568	0.0047943471188181	0	0.036802077408451	0.023363480025305	0.071664798128038	0.035828083524843	0	0.053958084019262	0.0029769084163087	0.013536627614049	0	0.19169222171841	0.10380443360381	0.15803520836728	0.027971480040664	0.054275998319351	0	0.12161346918079	0	0.081279542391064	0	0.36479487058511795	0.9375995582144457
TCGA.66.2769.01A.02R.0849.01	0.0041328888925728	0.030236005391814	0.089179369821523	0	0	0.02060945233205	0	0.043177263401618	0	0.12866869838527	0	0	0	0.29751671286738	0.12405740770941	0.075448394509807	0.017792041004654	0	0	0.14023684285904	0	0.028944922824855	0	0.522189456412548	0.8519899438132208
TCGA.66.2770.01A.01R.0849.01	0	0.02226035705308	0.24261904731915	0.0019664806282357	0.020543490871913	0.01164360533752	0.053006794491576	0.012174627390531	0	0.065766250924649	0	0.037286479839341	0	0.23998601609196	0.12830013402638	0.10862280932409	0.001	0.0019904627839395	0	0.041085187893024	0	0.011779268661398	0	0.4837907966286873	0.8745751091014985
TCGA.66.2771.01A.01R.1031.01	0	0.065347407331127	0.098163661665975	0.040428975444808	0	0.0088003624550116	0.051590757516193	0.02751177316008	0	0.082110510490028	0	0.024241570770851	0	0.056521592283799	0.12154875477075	0.16925351263823	0.094466314279908	0	0.0067841784721887	0.026377687697537	0.021273693880841	0.10557924714268	0	0.41230051867381445	0.9103949905651698
TCGA.66.2773.01A.01R.1199.01	0	0.077599330741179	0.15082738269068	0	0.031869664151259	0	0.063080466362045	0.061011062414103	0	0.14732239684867	0	0	0	0.039505251494817	0.12652307191322	0.10474727067184	0.031535241596737	0.043268778646145	0.065644700654629	0.0013569945463538	0.010250637328352	0.045457749939981	0	0.49042730286436054	0.8731568051804486
TCGA.66.2777.01A.01R.1199.01	0	0.026138369382735	0.050012358681778	0	0.0004	0.011090809837447	0.072031615976382	0.031543521395296	0	0.040966564079937	0.038581536116877	0	0	0.36638241972152	0.019755620480931	0.18020825797013	0.025616115862016	0.015697095960527	0.052826553629846	0.053849829702834	0.0007	0.014149855700942	0	0.4097463000718704	0.9183629131923208
TCGA.66.2778.01A.02R.0849.01	0	0.040888015948758	0.10425583375394	0	0	0.037980554096783	0.034103658476009	0.043973730344734	0	0.10566775995689	0	0.01180960369952	0	0.068839652238462	0.026692719315507	0.062127432888805	0.12656533603146	0.042155491389077	0.089894867702158	0.043698385594567	0	0.16134695856332	0	0.432669229901625	0.9009951210628783
TCGA.66.2780.01A.01R.0849.01	0	0.10933509856162	0.15392549721745	0	0	0.034373166719047	0.0096387206015253	0.040635110227185	0	0.10163691444099	0	0.008643567074581	0	0.18181697498744	0.081358449084841	0.1055591995869	0	0.03510462515468	0.0094014240668347	0.090498254996124	0	0.038072997280785	0	0.5112985068426252	0.8604320566932064
TCGA.66.2781.01A.01R.0849.01	0.017463148789291	0	0.38561260977731	0.020169683611376	0	0	0.014452022184081	0.024703512512822	0	0.032025911124676	0	0.012466798487512	0	0.090407405175169	0.042828390350276	0.097823160194311	0.021321928112857	0.025187944746885	0.010203745890321	0.059091535335765	0	0.14624220370735	0	0.6451498075887439	0.7713455571485635
TCGA.66.2782.01A.01R.0849.01	0.0004	0.0059495767987828	0.22110277609663	0	0.08155409877681	0.012556955705922	0.025207927236417	0.023438828452079	0	0.15717085877731	0	0.0021314328886108	0	0.033769657888982	0.14010020551072	0.14765441368805	0.029557682400202	0.026261888295596	0.0089120968795069	0.015804004177163	0.0023830410240453	0.066005988356631	0	0.6169403402842467	0.8021386337142004
TCGA.66.2783.01A.01R.1199.01	0	0.14978834828129	0.25892832448999	0.01570718038461	0	0.059649063697522	0.019167173279574	0.021738619591614	0	0.052218518963584	0.0099431723158106	0	0.017106454225418	0.051509120767954	0.1089573927924	0.081571224403703	0.025672630991244	0.0004	0.058916647616429	0.050145891452328	0	0.018541203213975	0	0.6353900614632215	0.7861070397844167
TCGA.66.2785.01A.01R.0849.01	0	0.039115119214447	0.14640741301995	0.10816310308756	0	0	0.063295800291864	0.050334025361831	0	0.099316067898227	0	0.079471287595418	0	0.041109691393727	0.14559210262856	0.07508061493481	0	0.042055510531199	0.074883538821362	0.0009	0	0.034313617640518	0	0.5635692216171194	0.8303411453919446
TCGA.66.2786.01A.01R.0849.01	0	0.011972570805504	0.197425939341	0	0.013137306182021	0.067435140735188	0.015382596690228	0.052069169456966	0	0.090302709604399	0	0.053108873242992	0	0.059704530921356	0.10076475087016	0.13287227169437	0.043293601786286	0.038874835479555	0.10555983156579	0	0	0.018095871624178	0	0.5692642775185358	0.8359501664295818
TCGA.66.2787.01A.01R.1031.01	0	0.064352081534649	0.1540475391769	0.064148468587491	0.012610207852202	0	0.086340795787127	0.050916264734164	0	0.16346788890007	0	0.011812673337553	0	0.066633867595476	0.071913227464584	0.11953874311417	0.023242657207968	0.0062111365659434	0.1047644481417	0	0	0	0	0.5307762847386733	0.8553876604198462
TCGA.66.2788.01A.01R.1031.01	0	0.061628586397721	0.20656984963462	0	0.016978727025444	0.062394085522975	0.030463596030701	0.034135210165182	0	0.13422041141184	0	0.0077632961631353	0	0.093146760305934	0.10829182530487	0.070789363597957	0.0093199391215436	0.026168163240572	0.03406678908938	0.038035300892091	0	0.066028096096037	0	0.5753121734651785	0.8276365446532651
TCGA.66.2789.01A.01R.1031.01	0	0.12001891245564	0.12513979828809	0	0.019309858907749	0.067360736572543	0.030684242206397	0.015812929249955	0	0.074676005902261	0	0.059438302952617	0	0.20105205779996	0.043192266484481	0.085823783064701	0.0205933508668	0.0037884139838223	0.12247685513324	0	0	0.010632486131736	0	0.4132342753034406	0.9101296118600561
TCGA.66.2790.01A.01R.1031.01	0	0.036813542662528	0.20086221011329	0	0.012299043458818	0.075437435202999	0.075793335688948	0.036968588717474	0	0.093142402467341	0	0.026137078276563	0	0.079030072674221	0.17738612046576	0.029824407645406	0.0081172595059984	0.029014605398657	0.09778643047567	0	0	0.021387467246332	0	0.5931699396532308	0.8142076293256173
TCGA.66.2791.01A.01R.1031.01	0.0044512691113288	0.015125125832999	0.24566453221049	0.061510666732187	0.020045727334876	0	0.14151765118302	0	0	0.15390725668025	0	0.0074873494273322	0	0.034661283609225	0.17101105185668	0.074460644743926	0.013858264934453	0.003758995980701	0.041798307909064	0	0	0.010741872453472	0	0.5988404980029617	0.8071577588918292
TCGA.66.2792.01A.01R.1031.01	0	0	0.2450474611716	0	0.072402226446191	0.093244982856338	0.025565493397703	0.026629376256611	0	0.016319100010993	0	0.035419812922013	0	0.094208456186736	0.10835970699081	0.13757900299504	0.027472917164951	0.032388012971147	0.026161871174248	0.026779776163362	0	0.032421803292265	0	0.4084235634503444	0.9124965019476045
TCGA.66.2793.01A.01R.1199.01	0	0.04666659104319	0.21668662623944	0	0.070171366604331	0	0	0.10393817101992	0	0.10850165335673	0	0.014307862258462	0	0.19874780255464	0.059328898688681	0.097697841543562	0.0002	0.017091551132637	0	0.047059660775394	0	0.019622502457369	0	0.25930314780816344	0.984091668062622
TCGA.66.2794.01A.01R.1199.01	0	0.0074319580817711	0.082468489635893	0.11903303245184	0	0	0.072793761130915	0.026489555549779	0	0.13952672878439	0	0.1175539764359	0	0.055811603461188	0.13254535915108	0.10916873845223	0.067399256090841	0.015978110988011	0.053358767781486	0	0	0.0004	0	0.4850962200606078	0.8737293787774203
TCGA.66.2795.01A.02R.1031.01	0	0.023070553236009	0.16316470198798	0.0052948428095506	0	0.05515134515753	0.065095331876076	0.025650639136938	0	0.071569422553066	0	0.016465552054368	0	0.075514578803744	0.11613106339474	0.20497517177054	0.077210940785598	0.029074618109905	0.01329641461503	0	0.024660614217956	0.03367420949097	0	0.49178796309101186	0.8723271845351148
TCGA.66.2800.01A.01R.1199.01	0	0.052952835502265	0.064026117509656	0	0.010986415140814	0.12415120952323	0.023178925375523	0.049979503978362	0	0.0558247071224	0	0.042254043282217	0.015355546788762	0.16595287835155	0.051673200953289	0.11074518277709	0.080938455594317	0.012033189603507	0.098702081113862	0	0	0.041245707383163	0	0.30622381417022226	0.9550121504384361
