Input Sample	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Pearson Correlation	RMSE
TCGA.37.4129.01A.01R.1101.01	0.0058984252276234	0.0010906815554339	0.0017662473304281	0.0023882136582802	0	0.050187694396372	0	0.039105564421336	0.014928708952923	0.048319599822969	0	0.073969992228126	0.040432710021873	0	0.0035422336006477	0.32177755527953	0.045116491758239	0.028656390413384	0.18321828292501	0.11923542464047	0	0.020365783767358	0	0.1297280416155829	1.0424734930848918
TCGA.37.4130.01A.01R.1101.01	0	0.053354147320679	0.10666166247629	0.046218683196666	0	0	0.15312785924791	0.068564602910073	0	0.20396278864338	0	0.078557706090716	0	0.10154823356404	0.064850875464591	0.068832039944415	0.015714791950797	0.0006	0.033873137606136	0	0.0041618968672416	0	0	0.4964075197949423	0.8675155936890356
TCGA.37.4132.01A.01R.1101.01	0	0.022064491410266	0.27820507957225	0.033958159174742	0	0	0	0.096275992573859	0	0.14983748662629	0	0.045579164502145	0	0.12369788035593	0.11790868223586	0.076683092214027	0	0	0.0029178431721892	0.042353048636232	0	0.010519079526204	0	0.5096779064549107	0.85953616354751
TCGA.37.4133.01A.01R.1101.01	0	0.044665814722909	0.20435119891451	0	0.0094832540837856	0.04294349428038	0.047630499547861	0.054993144774229	0	0.12237847237679	0.0004	0	0	0	0.11479945662204	0.23093789999147	0.025118939816258	0.031677466086754	0.017221767553389	0.02632040084167	0	0.02704681741979	0	0.5636361180633395	0.8347460838532194
TCGA.37.4135.01A.01R.1101.01	0	0.01830116863224	0.26039129178182	0.063069714111285	0.0055619355163317	0	0.0093463174416829	0.049955966626531	0	0.050904797312445	0	0.007309705015335	0	0.0097524213553768	0.13552698207854	0.31768636405626	0.013602050615942	0.017080583077581	0.023233846893476	0	0	0.018276855485152	0	0.46874869003458514	0.8825593362236227
TCGA.37.4141.01A.02R.1101.01	0	0.056377857925215	0.14834149743073	0.036169121401878	0	0	0.1183535149568	0.063316882336971	0	0.13891464203339	0	0.024620628031154	0	0.059922112189705	0.079020315080857	0.15139502276492	0.030614405978847	0.0094325673981461	0.044856152682585	0.034934248956831	0	0.003731030831976	0	0.48070087526864436	0.878707839875635
TCGA.43.2576.01A.01R.0849.01	0	0.092655734125252	0.17490455165987	0	0	0.056125692957261	0.050993587143654	0.057890150719642	0	0.10103474495085	0	0.028586126928126	0	0.22791225158332	0.063256787739767	0.10759007758609	0.012188201462925	0	0.019752230757654	0	0	0.0071098623855905	0	0.565921728414105	0.8317922565536081
TCGA.43.2578.01A.01R.0849.01	0.01004381742585	0	0.3356442197583	0.033999264374711	0.0072772019439453	0	0.010362980456054	0.028297557889272	0	0.082430485506039	0	0.050882052073135	0	0.079210470051734	0.11508800632248	0.1231237004385	0.014017067621733	0.0071170407608866	0.086883279816837	0	0	0.015622855560524	0	0.551773665478638	0.8351603481167204
TCGA.43.2581.01A.01R.0849.01	0	0	0.19107031727759	0	0	0.032981794852189	0.008252678560437	0.015233032538655	0	0.092559790660222	0	0.01257838524831	0	0.34099828330393	0.054945512824485	0.10908381369435	0.078863951025777	0.0046023579950858	0.02136087448577	0.011322946884074	0.012483818516714	0.013662442132414	0	0.5727605179334876	0.8222804787908982
TCGA.43.3394.01A.01R.1031.01	0	0.059570254608519	0.17220774250489	0	0	0.049307420356634	0.012767521777106	0.061885707008762	0	0.0304385189062	0	0.0042133939997226	0	0.29585067115861	0.05547886160732	0.1437268798292	0.010279770112878	0.0018930262421191	0.067726143276316	0.017747928264595	0	0.016906160347132	0	0.28934297435753564	0.9744153217154617
TCGA.43.3920.01A.01R.1031.01	0	0.07168137718495	0.13044079182072	0.056381460348004	0.013723877315416	0	0.038811832158217	0.064074719650931	0	0.15689535024201	0	0.082583080688689	0	0.061158313058708	0.048020819726838	0.15705739908368	0.014633339460379	0.008191133663089	0.03217199940508	0.032378728726408	0	0.031795777466882	0	0.34510430143833765	0.9433233292546587
TCGA.46.3765.01A.01R.1031.01	0.002235252384356	0	0.29178089805722	0	0.023297573651358	0.072953646079205	0.062303173715477	0.0044955375768162	0	0.11420143079658	0	0.0062586808508015	0	0.1263040073745	0.1219236695775	0.087454908235135	0.010389025867121	0.0007	0.063272762484789	0	0	0.012464528021169	0	0.5601526553217749	0.8333251727160068
TCGA.46.3766.01A.01R.1031.01	0	0.035488127315684	0.179265875018	0.017377512503857	0	0.026941026128549	0.041149762888961	0.008470190009442	0	0.12316393046463	0	0.028262877552278	0	0.098436445325305	0.071525103159386	0.092482898322744	0.056844534533691	0.020166448411113	0.19098993584631	0	0	0.0094353325200518	0	0.6120606386452936	0.8185702767122217
TCGA.46.3767.01A.01R.1031.01	0	0.10842404306057	0.093149350998407	0	0	0.097676175506281	0.039335830165327	0.052070179542369	0	0.12784616440568	0	0	0	0.11714832397803	0.073835159826806	0.07503718762879	0.021031901796907	0.0087847162287652	0.16542865868659	0	0	0.020232308175483	0	0.5023232327333403	0.8718074582736991
TCGA.46.3768.01A.01R.1031.01	0	0.044761235335181	0.053145955910567	0.032435192219291	0	0.014268430823688	0	0.058949600476108	0	0.13254508256918	0	0.02345767454935	0	0.21881764521331	0.046634608421613	0.17442710909866	0.04283007368453	0.0030761588626909	0.13043956584141	0	0	0.024211666994424	0	0.33653388308331317	0.9456150693761953
TCGA.46.3769.01A.01R.1031.01	0	0.14609280017925	0.090580216750725	0.014586492316354	0.013243820947488	0	0.044919816310378	0.060760356563522	0	0.13315687168122	0	0.018834545716217	0	0.025207247202852	0.12656321295991	0.19941725669276	0.038138132912153	0.039457530097464	0.0039651933206316	0.019956314994724	0	0.025120191354346	0	0.41803643493525355	0.9079085402829972
TCGA.51.4079.01A.01R.1101.01	0	0.015963885105822	0.22710263733244	0.019782931284857	0.0048490598053065	0.044863915996077	0.059452379970695	0.037313238535099	0	0.097147685743287	0	0.034560407518792	0	0.11120471518161	0.10535653887678	0.12153533816494	0.033666917561004	0.0012040320789792	0.020640526225148	0.03549144031528	0	0.029864350303888	0	0.5117328096205368	0.8611570992727262
TCGA.51.4080.01A.01R.1101.01	0	0.042747941264323	0.042803552301105	0	0.0087465517685347	0	0	0.060986615603881	0	0.085816989655609	0	0.03816468559638	0	0.27207835471306	0.10505191558869	0.20798119410439	0.029954274503769	0.017676834353698	0.0072753545960435	0.060961344186949	0	0.019754391763563	0	0.2648529729770621	0.9931333340452801
TCGA.51.4081.01A.01R.1101.01	0	0.027540841932314	0.063196252490064	0.02728557475007	0.038948949143245	0.011508633634599	0	0.011451385680386	0	0	0.011569038419752	0	0	0.49782923471838	0.021005872043874	0.22143773675236	0.011484889423663	0.0043710459088506	0.035251857060543	0.017118688041894	0	0	0	0.5331446012721219	0.8515232196832583
TCGA.56.1622.01A.01R.0690.01	0	0.094450073767544	0.10024545522614	0.084095769458626	0.062455836736568	0	0	0.077496931208962	0	0.014304834134555	0	0	0.013092752480576	0.12212749510099	0.025060883299112	0.037721471866207	0	0.083775251887581	0	0.28517324483313	0	0	0	0.22396227273914796	1.0050076881410772
TCGA.60.2695.01A.01R.0849.01	0.012999373581346	0.0070054194381702	0.22192151542506	0.035191675942017	0	0.030210407027845	0.015042011609437	0.041035822990533	0	0.1751650024444	0	0.029560712563246	0	0.11392103975104	0.12864621179841	0.11528279928375	0.019333005304226	0	0.025604554573486	0	0	0.029080448267025	0	0.5428684868539966	0.8418854067448543
TCGA.60.2696.01A.01R.0849.01	0	0.059100000308891	0.15550997802587	0	0.005334310337129	0.057005062508339	0.05378750041699	0.03763743768709	0	0.12820689263139	0.0009	0	0.001	0.025552878075729	0.10267572212444	0.093198435071067	0.070623219369474	0.075837644954611	0.047050558448725	0.023454608479351	0	0.063156971925048	0	0.5667205974224898	0.8372925593622979
TCGA.60.2698.01A.01R.0849.01	0	0.11360714070181	0.05931699056539	0	0	0	0.050288229115739	0.052658733357154	0	0.21756674725818	0	0.024730481094022	0.0022706552450254	0.087101060719241	0.0885978325184	0.073330626476946	0.054113327377427	0.025271942290833	0.11122914943547	0	0.0074757139888493	0.032441369855514	0	0.3526874730622814	0.9369303976741012
TCGA.60.2706.01A.01R.0849.01	0.0049452388055522	0.0045861326045624	0.16755528046618	0.0004	0	0.010180169421004	0.10180214293022	0.016726308280412	0	0.14506151353538	0	0.0062091615711763	0	0.16808765156291	0.11672309220561	0.13447911039514	0.017449464445746	0	0.076418228092784	0	0	0.029390987023691	0	0.5131895945602052	0.8612388174638106
