Input Sample	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Pearson Correlation	Absolute score
TCGA.51.4080.01A.01R.1101.01	0	0.01572680947289789	0.01526151553872437	0	0.0028347133200982907	0	0	0.02146006782782225	0	0.030018504494367514	0	0.013584539495129902	0	0.09491736416944781	0.03785691358085472	0.07248813173082498	0.010501956095006516	0.006195117288696035	0.0029258228407670886	0.020810730980761763	0	0.006856492359467226	0	0.26545276921518735	0.3514386791948664
TCGA.51.4081.01A.01R.1101.01	0	0.0087477439321869	0.02020790716273005	0.008824899302097886	0.012578331072499614	0.0036634959696611362	0	0.0036420854897236837	0	0	0.00375826447005955	0	0	0.1597057404117505	0.006781682391350017	0.07110404110883563	0.0037348669517979095	0.0013645361744653388	0.011343508825636967	0.005538772159094561	0	0	0	0.5331845262131777	0.32099587542188973
TCGA.56.1622.01A.01R.0690.01	0	0.03134192658063801	0.033265042294362966	0.02790599642913183	0.020725089938577485	0	0	0.025716264802906754	0	0.0047468577421229145	0	0	0.004344645536120062	0.04052628899504964	0.008316101144171903	0.012517339145073653	0	0.02779963729985873	0	0.09463072366415216	0	0	0	0.22396227285506912	0.33183591357216613
TCGA.60.2695.01A.01R.0849.01	0.00580119490735915	0.0029316227196722923	0.09636582494080081	0.015156079295053037	0	0.013493316622147151	0.006499528283670333	0.0180438889952598	0	0.07614358970508701	0	0.012856797511737397	0	0.04945908272898317	0.0559077750859164	0.05007419052990867	0.008426831295978711	0	0.011065079228583248	0	0	0.012747916795493539	0	0.5425676919697577	0.43497271864565074
TCGA.60.2696.01A.01R.0849.01	0	0.029856542066748922	0.078561598609652	0	0.0026948243250189217	0.02879820738518118	0.0271727386190533	0.019013944154133457	0	0.06476843928739394	0.0004	0	0.0005	0.012908979132444402	0.051870428275194516	0.047082624972343196	0.035677923518281834	0.038312183883411975	0.023769325398321946	0.011848960347533164	0	0.031906071918441734	0	0.5667205893512273	0.5051868795158144
TCGA.60.2698.01A.01R.0849.01	0	0.07003284690895537	0.03656581524249268	0	0	0	0.03100005674628021	0.03246134887442411	0	0.13411849446972587	0	0.0152450448176931	0.001399740030489681	0.05369323782482507	0.054615918923980177	0.04520448751696213	0.03335802948079756	0.015578829659328036	0.06856694188313779	0	0.0046083850467737554	0.019998404645208342	0	0.35268747407129963	0.6164475820710739
TCGA.60.2706.01A.01R.0849.01	0.002545769031808728	0.0023609042370580924	0.08625610930552673	0.0002	0	0.005240669251135066	0.05240692367354985	0.008610568810373535	0	0.07467649919212721	0	0.003196426341423894	0	0.08653016968542725	0.06008810811817733	0.06922876296724041	0.008982843785601005	0	0.03933948851612478	0	0	0.015130243471150202	0	0.5131895946306066	0.514791948337524
TCGA.60.2707.01A.01R.0849.01	0	0.030681150742443725	0.043172668994361584	0	0.006097365202450316	0.042163874710620254	0	0	0	0.028677132018674615	0	0.004883005035861575	0	0.07860071683572929	0.003264104188260612	0.053273222098414535	0.00249762393879131	0.018356497746000434	0.025936205168937004	0.01784796923881268	0	0.057103110155420966	0	0.3347366523365632	0.4125546460747789
TCGA.60.2708.01A.01R.0849.01	0	0.02906267624623869	0.022193073968486843	0	0.017882668050227073	0.019640790647967536	0	0.0032436916659803277	0	0.0016350603091398203	0.006033275137349526	0	0	0.11012659990649543	0.009125252337001389	0.05571766890654583	0.027537589865739703	0.012779101809005416	0.05631785862151807	0.016812305458726303	0	0.010999959914672522	0	0.282600998837853	0.39910757284509446
TCGA.60.2710.01A.01R.0849.01	0.004689984593070259	0.007262390343699966	0.07347414114016979	0	0	0.03533105325724324	0.01890905477848562	0.0287048444769045	0	0.03931516983842974	0	0.014018849387074775	0	0.08743442218553714	0.0493848556637013	0.042249079129624945	0.031895674764361705	0.004792061640781655	0.060813746250583126	0	0	0.010263704714143259	0	0.5426903863076561	0.508539032163811
