Input Sample	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Pearson Correlation	Absolute score
TCGA.33.4532.01A.01R.1199.01	0	0.02338739751530046	0.03343037284578198	0.006327065295568773	0.0024094078380005827	0.016207047541899947	0.014487480884590651	0.025470663540376914	0	0.021678292679302907	0	0.01163881809333756	0	0.05366349884788374	0.020306816420672103	0.04265316318070911	0.015856610094182606	0.006180688513462779	0.012419183600043517	0.03261583941719298	0	0.010021952645299962	0	0.2109071263018539	0.34875429895360655
TCGA.33.4533.01A.01R.1199.01	0.005562439764746184	0.0002	0.05563858849495067	0	0.006446460264561122	0.02306832699273681	0.01587916958463108	0.004533537254645411	0	0.03531010560388403	0	0	0.009237384879328145	0.060421158741255865	0.0161084537283029	0.016874234439396563	0.05285967264373924	0.007479517078948221	0.05612471680779886	0.010381749503888158	0	0.003627482803000824	0	0.2901320306075545	0.3797700121407674
TCGA.33.4538.01A.01R.1199.01	0	0.03553987766754522	0.05132999304150013	0	0.01992731034898497	0.018098182250631187	0.008187090965103989	0.022766383501705865	0	0.022389743804821827	0	0.013088211560503743	0.003957610617214792	0.02567513272926528	0.04442758989033204	0.038006160290745425	0.03577561681566054	0.0015515510996177188	0.04325346736244781	0	0	0.013633895340566722	0	0.46841717829268226	0.39760781728664724
TCGA.33.4547.01A.01R.1199.01	0	0.010290230940202334	0.12202619007606255	0.003599557242906243	0.009279982006741934	0.023835301482307454	0.024034012022396016	0.003101975092913884	0	0.010367054486495957	0	0	0.0034288782865995668	0.044590916065497345	0.022612588250232418	0.03492310903740018	0.027325197605652617	0.0056193938787510184	0.06839266989725407	0	0	0.018981850542313022	0	0.6184907220512141	0.43240890691372663
TCGA.34.2596.01A.01R.0849.01	0.02942982517853639	0.0384125508112571	0.0927689429880265	0	0.014742610315234326	0.01911417633534601	0.006343317358908578	0.03473397412710121	0	0.05874286322842619	0	0.0014885168315068621	0	0.03335280322052017	0.03613218154078774	0.03989766273317955	0.005521529086219457	0.005402409550847575	0.01578127097546603	0.0015681786675074518	0	0.01577905190038451	0	0.569916459436237	0.4492118648492557
TCGA.34.2600.01A.01R.0849.01	0	0.01632478815210254	0.028557549534526112	0	0	0.027151724406955305	0	0.047685200537146095	0	0.03194774740935078	0	0.02837106568588394	0	0.02095171023787791	0.04376384944008072	0.034750257886183425	0.02556758780836811	0.007785038120308786	0	0.06768153812398482	0	0.003278918104703194	0	0.3104770789438175	0.38381697544747173
TCGA.34.2604.01A.01R.0849.01	0.0034411667650386234	0	0.022565821682868956	0	0	0.02115327516013211	0.009227213569240743	0.021284258520061723	0	0.03190770232081019	0	0.012137774265427368	0	0.12120228566168145	0.01988086677625796	0.07465651058795057	0	0.06782237694852115	0.026556172703385235	0.0017664385090630215	0	0.031029354772195167	0	0.32598335169320786	0.46463121824263426
TCGA.34.2605.01A.01R.0849.01	0.0078120414390425745	0	0.12864101895099336	0.0008	0	0.00982426547299523	0.010391610477117215	0.024065094057256074	0	0.0402829075062905	0	0.009031309788962228	0	0.10346845943742111	0.03651357121090061	0.04967973443638165	0.003438305692063069	0	0	0.024907367621802998	0.0002	0.00270827667477118	0	0.5897857568716396	0.45183104828409715
TCGA.34.2608.01A.02R.0849.01	0	0.02483673324964456	0.07583606146596651	0	0.0013084522000231524	0.01729729795507839	0.01214187616003053	0.007656364487740281	0	0.04014398817768852	0	0.0029433924841799955	0	0.12190556186985788	0.049134534118608235	0.06380517033097435	0.01860178146639999	0	0.04066823900331221	0	0	0.013763750674462965	0	0.5906956684952106	0.4900432036439676
TCGA.34.2609.01A.01R.0849.01	0.016313746368786727	0.012608758895207425	0.05155717809422066	0	0.013863243546602773	0.02972673924810924	0	0.010446315730762877	0	0.045001842968573916	0	0.01792715712609831	0	0.059419543589121084	0.04065924546042964	0.06055557837749775	0.033985913414510543	0	0.061198517880485116	0	0	0.01315368584313136	0	0.4046376784765487	0.46641746654353744
TCGA.37.3783.01A.01R.1199.01	0	0.0536048164961057	0.033903812979238473	0	0	0	0.042888689636306515	0.05039599038804063	0	0.07391589452061133	0	0.016909581858648565	0	0	0.04009402324798872	0.042810506147237484	0.01386276918672019	0.0385118411085874	0.004203240946099458	0.034902663961155656	0.0001	0.030861345097481986	0	0.46252935260788103	0.4769582544311217
TCGA.37.3789.01A.01R.1031.01	0	0.0014628362020932591	0.009506463836013666	0.020854067195461217	0	0	0.058668870815481874	0.024544651825737222	0	0.034156496653301706	0.0002	0.007770964985706438	0	0.04359220296970677	0.06137216104202295	0.07481527779553673	0.06594569008028142	0.021918813627689836	0	0.01794884738953926	0.0012544068901101419	0.022843629111075524	0	0.39918462583850767	0.46688641143205245
TCGA.37.3792.01A.01R.1031.01	0	0.005411479394103748	0.007435346024662456	0	0	0	0.03095627902925168	0.010112873120244645	0	0.045301230020114325	0	0.013674208398042764	0	0.16316152438748463	0.044532678565354436	0.13553032648073274	0	0.005524015213739601	0	0.03827661365050608	0.007186723929579363	0.0254675419851325	0	0.5894904130480848	0.532570840198949
TCGA.37.4129.01A.01R.1101.01	0.001963865912449139	0.0001	0.0008	0.0005999999999999999	0	0.016857081173610775	0	0.012200285290825796	0.002440418043958979	0.014886900914315642	0	0.023641197175983918	0.011996656135717104	0	0.0010351523276440507	0.10144292050726363	0.014181804399672891	0.009363027603065776	0.05621085884893338	0.03730354200152328	0	0.006520923406124735	0	0.13014361067265906	0.31151346955028275
TCGA.37.4130.01A.01R.1101.01	0	0.025999420662361095	0.051976116803670806	0.022522316622186473	0	0	0.07461904636570062	0.0334114598929542	0	0.09939085403131598	0	0.03828108803121621	0	0.04948434830840402	0.03160176402532602	0.033541781366304334	0.0076578017973429864	0.0003	0.016506344479337055	0	0.0020280879086570173	0	0	0.4964075201041776	0.4872989581360239
TCGA.37.4132.01A.01R.1101.01	0	0.009506642078606133	0.11994083231732262	0.014621637583506082	0	0	0	0.04156182019866461	0	0.06458156920923708	0	0.019629547483514913	0	0.05326567761352429	0.05039113136059325	0.033271864167932624	0	0	0.0011363514586835357	0.018397526923078104	0	0.004572028827795246	0	0.5093455180074247	0.4308766292224585
TCGA.37.4133.01A.01R.1101.01	0	0.018077976607227094	0.08270879486565948	0	0.0038382345164399354	0.017380887265294544	0.019277897716193523	0.022257841250869	0	0.04953127793598971	0.0002	0	0	0	0.04646375886422864	0.09346945937608199	0.010166602332268068	0.012821090081361817	0.0069703109286175305	0.010652880486032534	0	0.010946887417384737	0	0.5636361201820087	0.4047384914236693
TCGA.37.4135.01A.01R.1101.01	0	0.007845310807017348	0.10001993253205889	0.023842453758880264	0.0026792222990111303	0	0.0036250746833070852	0.018505555359399996	0	0.01995115241442428	0	0.002664145648274806	0	0.003735074201441521	0.052156445515066846	0.12249066183798452	0.005095651642966319	0.006457910689595644	0.008870185249928374	0	0	0.007111797465959625	0	0.4691491415812649	0.3850505741053166
TCGA.37.4141.01A.02R.1101.01	0	0.022255838978791645	0.05855959264240521	0.01427819680868278	0	0	0.046721475153896665	0.024995101941231515	0	0.05483822676311606	0	0.00971929001828253	0	0.02365497586603781	0.031194220968432416	0.05976500972899939	0.012085406222833925	0.003723619516777767	0.017707506866687303	0.013790715791386568	0	0.0014728672436666354	0	0.48070087677933254	0.3947620445112282
TCGA.43.2576.01A.01R.0849.01	0	0.048234590200891325	0.09153590163628712	0	0	0.029030401288360208	0.026822780907416886	0.03033436349388236	0	0.05263911738974275	0	0.014766731721651936	0	0.11936627039550517	0.03323680670573195	0.05655288616064337	0.006356538282959195	0	0.010193622406761887	0	0	0.0036928967287641872	0	0.5659605116805376	0.5227629073185983
TCGA.43.2578.01A.01R.0849.01	0.004176475076922341	0	0.13956941019571906	0.014137760295772664	0.003026045546446382	0	0.004309191059013571	0.011766844753966834	0	0.034276694056104264	0	0.021158052069674266	0	0.03293772970790281	0.047856522310160056	0.0511979684473635	0.005828653739749712	0.002959446754611918	0.03612827987665769	0	0	0.006496381065973072	0	0.5517736652995312	0.4158254549560381
TCGA.43.2581.01A.01R.0849.01	0	0	0.10863160359148108	0	0	0.018751553540941768	0.004691998803797531	0.00866062699202594	0	0.05262417846089574	0	0.00715134709559408	0	0.1938720301695585	0.031238861595839756	0.06201878854802393	0.0448375110424242	0.0026166362463076187	0.01214456579291079	0.006437576989977031	0.0070975819039115606	0.007767679550454837	0	0.5727605182749824	0.5685425403241444
TCGA.43.3394.01A.01R.1031.01	0	0.02238240058204072	0.06470381445511661	0	0	0.01852633514141395	0.004797155581869907	0.023252388596888943	0	0.011436700135977826	0	0.001583103515476218	0	0.1111603157585353	0.02084513699977876	0.05400266793764214	0.0038624298338073185	0.0007	0.02544682192539304	0.006668449646482192	0	0.006352171064530582	0	0.28934297338388615	0.37573116024975606
TCGA.43.3920.01A.01R.1031.01	0	0.029922133057655585	0.05445021928242394	0.023535451001596	0.005728791733820843	0	0.016201318285638908	0.026746867177510777	0	0.06549321056612993	0	0.03447285772720337	0	0.02552946442107072	0.020045448470074726	0.0655608547849573	0.006108430737754997	0.0034192449799343677	0.013429636553247953	0.013515932019809253	0	0.013272589275825883	0	0.34510430121772634	0.41743245007465457
TCGA.46.3765.01A.01R.1031.01	0.001	0	0.12856014739038926	0	0.010265029366253866	0.03214374758403119	0.02745109479699188	0.001980756796848196	0	0.050317730787317085	0	0.00275760673540312	0	0.055650187792560396	0.0537201886956883	0.038533077232088916	0.004577457648872153	0.0003	0.02787830090364969	0	0	0.0054919344167832385	0	0.5601526557346038	0.4406050843649961
TCGA.46.3766.01A.01R.1031.01	0	0.020387408612288483	0.10298561190347913	0.009983126202322164	0	0.015477223972459745	0.023639934981818485	0.004865999842161223	0	0.07075586907285296	0	0.016236607891993198	0	0.0565502889099418	0.04109012090926398	0.05313007263746874	0.03265634990760148	0.011585328572044251	0.10972091252249644	0	0	0.005420458605999748	0	0.6120606404013373	0.5744853145441918
TCGA.46.3767.01A.01R.1031.01	0	0.05615672154520839	0.048245407639173205	0	0	0.05059001318082226	0.020373444673711247	0.026969023576217447	0	0.06621613854346209	0	0	0	0.0606753410272066	0.03824189155533513	0.03886446510371253	0.01089318024816355	0.004549921284432134	0.0856814672318384	0	0	0.010479041919317741	0	0.5023232324034955	0.5179360575286007
TCGA.46.3768.01A.01R.1031.01	0	0.015892259253483008	0.018869213598708256	0.011515957305299925	0	0.005065937244511742	0	0.020929769511889157	0	0.04705948815252135	0	0.008328533290873586	0	0.0776901425199447	0.016557391303828176	0.06192949857125571	0.0152066097482915	0.0010921752656502068	0.04631193452190789	0	0	0.008596234782097934	0	0.336533883646474	0.35504514507026314
TCGA.46.3769.01A.01R.1031.01	0	0.06732273209850342	0.04174132920434481	0.006721772115376802	0.006103040026261061	0	0.020700026046970695	0.027999690649998576	0	0.06136157574775929	0	0.008679367319788151	0	0.011616046220454257	0.05832307473803514	0.09189579907126	0.01757487922864397	0.018182886054049444	0.0018272471337637982	0.00919630292093414	0	0.011575929256143019	0	0.41803643500093257	0.4608216978322866
TCGA.51.4079.01A.01R.1101.01	0	0.005866519885398573	0.09611168169370644	0.007352135230209219	0.0021085435703303173	0.019758111731808022	0.02487436474298896	0.01607725300141325	0	0.04039971349134964	0	0.014797059604544551	0	0.04706358598652168	0.04491029284797223	0.051163086635463415	0.014117317186940741	0.0005	0.00874655562959953	0.014757696431563728	0	0.012577444566583409	0	0.5113068754068929	0.42113145589033274
