NAME	Jurkat	IM-9	Raji	THP-1
206255_at	9.811276596	1229.412815	2267.359351	39.7091947
206271_at	17.58938641	1376.490709	11.31967317	80.0447826
206277_at	14.56193825	10.8740868	8.268055212	2451.444494
206283_s_at	5903.303531	43.89317299	60.78165612	64.40531059
206307_s_at	133.8575584	18.26891073	32.71466624	8358.021702
206310_at	35.49864814	38.11760057	753.3891538	14.1444267
206480_at	11.381478	8.640298345	17.39140528	854.4855348
206513_at	46.58177318	146.1188173	3587.774986	63.64162274
206545_at	690.0234907	37.55015345	29.408162	33.45188818
206546_at	936.3601241	13.22077742	32.91438553	19.69541888
206609_at	53.27187437	2559.030125	22.974493	201.913059
206618_at	10.42189576	1531.360628	11.03527837	16.42066252
206624_at	2.629959754	7.707446782	353.6472325	21.20491568
206640_x_at	517.1484906	3386.577162	13.06677694	90.36642531
206727_at	368.2153626	5.361545047	6.710306687	5.4551933
206759_at	10.49448272	7420.325738	941.5950515	300.4560565
206760_s_at	14.69243336	6037.486785	681.6816942	32.92042649
206804_at	5432.766177	23.31576843	59.70510255	29.5061824
206871_at	10.53774375	16.6179863	17.80144547	29759.97504
206975_at	9.925898319	2635.116128	828.0516842	21.60248
206978_at	80.29180176	65.26093457	57.68761698	6126.808994
207015_s_at	839.3483979	24.95647402	39.64057748	21.14315748
207016_s_at	3243.920186	19.61978038	25.86644595	27.24846927
207039_at	21.76518603	214.0728912	1334.418205	20.19670407
207245_at	7.002629715	1043.554503	46.35058969	10.28818653
207250_at	900.8867959	31.7062257	20.99119896	16.31124753
207281_x_at	18.39706853	1295.591036	40.57987925	59.92657377
207339_s_at	126.7511647	261.5882186	4683.690493	142.390315
207341_at	21.26581555	37.75538793	69.22359395	24313.98942
207397_s_at	1193.141067	5.494427446	4.64237589	3.645452335
207398_at	631.4657247	6.922174154	8.987070919	7.652438893
207469_s_at	5.322818109	1586.168218	9.487714581	1182.07736
207691_x_at	91.1542435	5486.469721	75.77407778	307.6195364
207761_s_at	156.3997203	112.2895095	6134.519302	327.8783704
207861_at	16.65420032	2816.560857	2815.520564	27.14150019
207865_s_at	6.455510959	48.38222636	14.56514991	2250.878065
208029_s_at	8020.798967	5.408529944	53.34292552	4172.655986
208461_at	4.625413797	276.5302358	4.820529395	3.150610608
208524_at	121.0370074	4787.781155	129.460865	381.1205906
208683_at	119.3819631	72.06508431	77.91301271	8727.255995
208937_s_at	7538.544985	174.5607181	29.39507034	1375.782784
209031_at	580.799072	6051.249625	18.58054076	528.4478682
209160_at	884.7744772	68.14337566	6.965649277	75.09185954
209185_s_at	376.9224438	21.89234905	25.7523356	4330.157099
209191_at	43.33576549	32.91741494	595.2261931	8055.399768
209210_s_at	1210.908968	2660.17937	1.904416651	115.7021353
209213_at	4.657694958	868.91907	6.051507797	396.0224186
209301_at	6.505711355	15.41746628	9.46154802	24484.97299
209355_s_at	6.684116538	351.867263	5.47025693	10.00975338
209374_s_at	20.35618148	3148.968878	29629.39332	720.4268804
209395_at	9.691650692	10.05023683	17.52786093	25973.34672
209396_s_at	13.35682896	19.53411948	13.3997562	25779.04062
209470_s_at	21.76518603	1911.416284	217.1001581	48.38649907
209473_at	62.90935708	6227.583563	220.1410369	306.4765343
209474_s_at	13.18465281	5432.766177	17.37969627	184.8561332
209524_at	3129.960929	623.3481742	4.753292725	25.52411549
209590_at	16.85304206	67.52154474	1131.507568	74.06963388
209591_s_at	31.93198585	17.00524657	2771.298046	98.49263098
209598_at	3707.533787	83.53747221	55.0831841	81.82258662
209602_s_at	703.3782503	4.322841396	1.084918473	3.761052855
209604_s_at	6295.92609	146.1428622	60.88800009	148.2949948
209616_s_at	6.792729904	28.74021354	17.13975593	4593.078236
209619_at	14.93840524	23162.16937	28719.42817	2863.541575
209692_at	10.01439546	528.2621237	12.26223556	18.07430133
209728_at	7.957326406	2953.111282	137.4827483	8.291456341
209729_at	1166.755268	26.4954738	13.32361239	179.5801382
209757_s_at	792.380471	26.18331357	18.39576219	8.593679046
209763_at	3637.12912	84.08131639	81.88657259	46.63986601
209803_s_at	6.390630355	30.39660704	5.468726788	658.2065453
209829_at	126.5384861	126.5622177	2775.556132	49.78857671
209881_s_at	3282.214027	51.3334021	99.49892352	134.4352855
209905_at	5.78373194	4.420513707	7.612173338	1398.486313
209933_s_at	30.82105638	2782.6919	36.27781936	498.2680081
209942_x_at	176.8910102	19881.4356	38.32037067	1466.292542
209987_s_at	7.584479318	1161.25107	6.621742803	82.17672935
209988_s_at	49.69260823	2919.232413	11.58845912	182.0653173
209995_s_at	23.19406665	40.41323619	8855.812949	49.94018995
210031_at	2585.046385	39.28213312	110.6213582	106.3540847
210103_s_at	18.75800643	866.2632202	20.80515805	25.51035625
210116_at	4166.779218	21.92051205	63.10518757	28.98998498
210135_s_at	69.72317714	119.9777689	48.09746709	5624.837687
210145_at	14.51059595	1008.536148	6.348260311	880.5060839
210254_at	14.88725554	28.43432318	12.4276726	9806.772278
210258_at	22.40981387	1.797745131	15100.03389	43.37037904
210295_at	12.98788951	4236.050406	17.63538485	31.38937248
210450_at	20.52876994	30.13663912	1249.205958	42.80439526
210467_x_at	407.7676115	8758.470525	52.4355809	416.8082588
210506_at	5.085671198	5.260695213	50.58435555	944.3937264
210546_x_at	4.947583152	5065.403408	15.31417605	29.90516101
210643_at	17.45680476	3425.258521	34.15828426	149.6376138
210783_x_at	247.79418	27.67388722	107.2915156	7704.890696
210830_s_at	6.767288146	1896.359066	6.545667456	826.4390132
210942_s_at	8.445576173	1531.916114	3.187327218	848.0686034
210948_s_at	2364.843691	404.6703119	15.19453543	110.4123647
210982_s_at	10.18734712	20910.7011	21208.46278	1536.542175
211005_at	3232.720564	24.45112028	69.26746159	277.2310931
211102_s_at	4.239654899	6.625418025	10.90717636	496.9757474
211153_s_at	16.30304242	1457.653821	9.546618678	61.53258493
211209_x_at	815.2649268	19.6752692	36.14207417	17.97368682
211210_x_at	1891.620548	111.1248233	131.3950042	22.75899227
211211_x_at	1447.243048	18.81524193	20.3188779	22.24355063
211259_s_at	19.37342119	41.84627348	813.4885731	63.8477668
211372_s_at	20.62628311	12.91540825	936.6283825	9.540518758
211379_x_at	2.539636207	2.236668983	6.918419287	481.9278123
211421_s_at	39.00982581	34.28695396	88.76803428	4225.252026
211458_s_at	247.0000549	9.930053879	5.40435602	8.04162512
211478_s_at	6.564897002	569.2356774	4.730452014	88.33157045
211603_s_at	15.13512827	1026.880899	15.59772188	46.72558781
211633_x_at	14.08399126	58.34980705	528.1630028	16.10029275
211634_x_at	8.213710364	44.86948261	3311.866549	7.876868741
211635_x_at	9.147457485	27.33418819	3524.069828	9.017566334
211640_x_at	8.967325971	7.897019077	453.7015444	10.81495114
211643_x_at	21.49542808	299.6928753	1751.07185	63.47053223
211644_x_at	12.012319	155.2524216	29703.93598	112.6788106
211674_x_at	6.775295296	6238.412229	13.74975605	74.29710275
211795_s_at	4132.252371	93.22303948	49.7391784	657.8349081
212012_at	2510.344171	52.86948802	47.37136314	71.16952754
212013_at	1558.624121	22.13402238	61.67213694	52.9430685
212158_at	65.47340084	2.880333068	3.776324088	2979.42568
212268_at	5.192313212	5.862955409	16.86524983	760.472053
212364_at	1767.754678	51.07489038	17.32949927	37.57225073
212592_at	5.559310309	3992.406868	18465.96612	837.3384331
212624_s_at	1682.428359	27.04281479	41.43392638	23.2427351
212636_at	7.722402127	90.1924713	38.41053912	2312.474393
212671_s_at	12.16691043	12351.15468	10970.04719	300.3623388
212698_s_at	9.006837799	4073.287238	13.3218177	86.9066304
212713_at	359.602777	13.23855241	9.417685118	15.02568248
212776_s_at	11.25168566	6.802717125	13.13651804	879.910726
212827_at	42.54034989	3053.758836	18542.34156	364.3653641
212993_at	18.55735316	2.797801737	37.38912205	1905.615039
212998_x_at	4.616068255	5591.954293	5266.233655	287.8264642
213095_x_at	7052.945166	16.08041288	36.78401688	2819.477391
213293_s_at	30.93948255	6672.371974	1026.880899	236.1531354
213308_at	20.1863001	8.2647579	572.9171136	32.50547356
213338_at	26.27640041	8.809595071	7.497822124	788.0346093
213355_at	11.45921501	1368.756171	6.710306687	796.0932579
213423_x_at	1094.768482	144.2717076	15.41148147	15.75895505
213456_at	2667.297514	27.83730999	6.49830602	12.00522052
213539_at	18587.6574	54.58420435	51.19180434	39.70363238
213668_s_at	3163.382657	104.0118293	106.6722923	55.04101076
213802_at	24.68952448	8.294222929	6.302217585	1434.524455
213817_at	14.92309395	1.656605352	9.064189505	2007.572506
213894_at	49.74807111	50.03685115	31.16131614	2226.090491
213975_s_at	12.82265805	8.929064719	11.82374113	8578.840832
214032_at	2619.844606	38.7768511	8.575987081	29.5931193
214039_s_at	15047.58754	6.332398578	11.06238219	8973.898971
214084_x_at	12.7284035	198.7073797	3915.579916	325.61749
214181_x_at	159.7152715	30.42003688	123.3070091	4409.297585
214183_s_at	27242.49801	17.64653109	15.8268099	13.02520413
214254_at	65.61971104	11043.42581	64.20547728	773.43843
214366_s_at	37.54665718	16.5612672	1331.414697	152.2171439
214511_x_at	12.82442928	15.63901165	20.1863001	6016.230779
214575_s_at	12.9402627	18.62476584	25.02461763	34285.93488
214603_at	162.3282643	4319.954205	47.09551092	222.6189219
214612_x_at	253.0510786	18955.79353	14.94471676	1130.591039
214615_at	7.911266935	1699.146754	207.5074032	54.51984433
214651_s_at	29.94161614	25.82857098	14.48955277	2995.677248
214669_x_at	37.08643061	5286.068189	23425.24242	1039.186398
214920_at	22.37663329	35.87763014	61.22529527	3212.0754
215051_x_at	8358.021702	14.52934131	38.2165024	4203.65299
215176_x_at	11.62209085	2370.84122	24.78691475	970.6878887
215294_s_at	292.659895	4.141804536	3.641592081	2.398082268
215443_at	343.1011054	4.965347733	2.249254614	10.06220755
215733_x_at	9.838150745	2393.229824	8.862955234	17.70909433
215784_at	362.5171983	3.605253662	6.632603983	11.60192872
215990_s_at	20.2976746	7.157787542	2451.444494	86.32300145
216015_s_at	7.285621767	3.964305175	6.092058132	926.3668586
216191_s_at	68.73503464	670.6518186	8.945595157	64.7826346
216370_s_at	27356.19934	73.6677001	116.7890584	64.28824103
216401_x_at	13.15421754	885.5771898	24.97226141	17.32179782
216541_x_at	13.74501144	13.87553044	747.8130763	22.701302
216576_x_at	29.03553515	2731.913691	108.4839247	309.2030525
216667_at	19.78489026	27.60872612	29.72009372	3416.712939
216834_at	7.629424298	493.9811931	1432.603903	50.86054769
216905_s_at	6.564897002	5.464799267	1300.210657	1579.182201
216925_s_at	1233.633904	43.10356966	28.69533431	24.13879385
216950_s_at	102.2860435	60.11363149	17.5956016	5348.386811
217078_s_at	3.32375565	933.4348949	4.32839842	59.40355931
217147_s_at	926.0658013	266.4756384	4.726623993	19.62983099
217281_x_at	6.960725143	10.43927313	484.8236388	7.140631406
217339_x_at	16.6391588	1467.699277	8.059201637	30.09086676
217489_s_at	6.969259478	9.225985665	17.85256156	1607.112352
217728_at	3.517207064	170.0514088	4.531300627	13858.36085
217762_s_at	10.7297497	64.01912745	42.06417237	3203.309922
217763_s_at	7.487866454	24.03379497	8.894527386	2024.378862
217764_s_at	18.90850942	74.1105406	18.11307613	4331.314137
217865_at	5471.633433	13.72138282	16.81803197	3381.800337
217963_s_at	12977.48314	47.2874908	27.87036396	11266.61382
217979_at	4562.894136	75.4726761	135.0574598	290.3161095
218035_s_at	18.69198695	2762.296108	29.00729009	794.1448323
218066_at	4109.744737	91.48983319	87.24508411	191.722239
218656_s_at	82.19599114	109.1788767	1798.196752	12.91540825
218717_s_at	11.91592971	7476.53649	17.32756513	28.01938831
218730_s_at	760.2041363	4.185915375	5.28613323	5.933577015
218824_at	783.7900424	13.18465281	13.25878304	27.15610918
218922_s_at	6.15382899	262.5826736	568.0986281	5.645284571
218976_at	126.7084242	683.8159626	3339.632222	22.23672203
218980_at	12.32669489	1420.09612	242.6507773	12.65755484
219024_at	776.6678181	26.38386174	20.54325346	19.56405457
219073_s_at	36.63719609	43.17892473	4455.832346	63.93506896
219243_at	1599.475834	25.7191167	11.72947791	21.9028491
219247_s_at	44.32430746	93.91746838	2915.336679	266.118419
219274_at	7.110159304	1349.465589	5.636753361	127.2646043
219288_at	8.034686721	279.5675667	7.559305797	2674.717826
219360_s_at	6.332398578	7.969973263	8.621854251	697.1225494
219424_at	8.451525352	7843.576573	3281.285703	146.5449345
219517_at	213.3875496	1146.054959	8763.402785	158.8745935
219518_s_at	96.15844306	467.9782497	5655.921505	127.338829
219528_s_at	4457.9709	326.5450935	43.3965332	70.48386294
219532_at	1554.679376	6.586402425	7.307096251	5.9068681
219574_at	8.106837787	13.60336374	667.4057956	31.27295286
219607_s_at	2.477652949	3.182342217	8.389226709	496.906388
219654_at	3698.950952	32.18267466	44.3714169	1208.678396
219659_at	650.0779704	35.21403634	37.54289353	12.37154706
219714_s_at	13.49351128	4.411653859	28.71934295	2455.33556
219725_at	17.45680476	33.27952816	13.75680396	3987.997299
219799_s_at	76.1378884	86.51544113	109.5330002	9449.439416
219855_at	1923.772969	28.00502181	32.56977598	161.4660868
219937_at	9.611180853	6.470493453	8.170299335	2076.922501
219945_at	2091.933427	55.66140841	79.70757032	62.4382622
219985_at	8.068503782	2015.861745	22.80566954	76.01901635
220057_at	15.75472584	320.4700863	31.49356249	5336.92296
220059_at	17.20481224	3005.102354	4863.466982	100.5221399
220068_at	100.6941561	99.48114815	6556.751699	84.77987375
220129_at	50.41398894	2958.817809	56.92231701	153.6216539
220132_s_at	40.89844135	61.78142329	2715.804233	51.98485445
220301_at	4.019443016	236.470621	4.470395127	10.90911531
220377_at	7.788348088	12.51951148	1126.373431	8.505237396
220416_at	57.37997397	69.31882921	39.90581935	2689.794833
220418_at	1105.551713	6.758541568	7.549215298	4.286421662
220432_s_at	30.38816444	2.562609991	672.7480151	21.99754479
220448_at	47.02502101	7.931798264	1313.607143	10.59345694
220474_at	14.38562536	639.9138357	24.78202141	23.44590715
220565_at	28.41653919	1811.82966	16.29924239	40.00520479
221003_s_at	14.61330744	13.99205409	377.4806375	20.28624876
221111_at	201.8316442	16.57629469	7.383104021	3.235735621
221558_s_at	9417.648273	2014.332379	9.830785303	473.1669917
221704_s_at	2079.748805	5.677050873	6.062366893	597.2282235
221766_s_at	152.3179417	77.89091616	63.56426552	14297.75521
221900_at	16.60682857	7.245834005	10.51308532	2125.153113
221933_at	534.0307424	47.66845003	4.446828034	6.011488509
222144_at	6.473890824	9.440857847	20.96945087	938.623968
222288_at	1467.92603	2.706907074	4.124873143	70.71717535
222450_at	984.7333756	4.37511315	5.434110258	3.74543901
222463_s_at	18.1419557	6.903668708	9.350398929	1399.396605
222698_s_at	19.57958322	8.385480454	8.72564372	948.4538214
222722_at	1431.569993	72.70695258	45.65673404	12.80999615
222803_at	32.59993595	2095.520149	6.210201598	254.4180097
222895_s_at	6687.63987	558.1761209	35.12821604	82.56077197
222902_s_at	272.9991912	17.98952279	9.64813797	7831.208394
223120_at	15.79656669	254.4582504	8.841631117	3113.778394
223170_at	1049.98891	11.91979373	12.70116235	11.89923559
223280_x_at	20.21540209	49.49409382	51.08660001	5985.827089
223313_s_at	504.5421941	20.43409137	11.24844839	6.626523328
223551_at	55.49827299	75.96710805	22.29741212	3494.188862
223622_s_at	17.80423934	19.83527034	18.94976434	1853.797353
223642_at	794.3068295	10.33206218	4.477444331	3977.994897
223696_at	19.37929254	26.48419232	16.10279795	1190.558174
223721_s_at	68.55907557	260.7672816	1765.308461	56.04589741
223775_at	359.1172625	4.35552172	7.240226778	7.829471754
223952_x_at	112.4478403	146.0892048	134.7766372	13660.72493
223975_at	8.597997505	1568.826582	33.07731478	79.16899523
224009_x_at	142.822668	119.7482699	193.4922648	13632.24865
224048_at	2757.449243	66.29879286	60.31102889	79.74841335
224356_x_at	16.13637649	43.60486569	24.03939212	6185.877823
224358_s_at	2.753881377	58.26075104	98.29844915	2204.817709
224461_s_at	13.48663412	1271.168181	15.08227652	225.4463068
224499_s_at	14.31113682	2057.275372	5836.069357	160.302654
224588_at	5.268527881	3172.781022	8.424498491	33.55561833
224589_at	12.18962011	863.9247932	13.31108515	9.925898319
224590_at	10.2261424	940.8733899	3.455442473	4.034126493
224710_at	8.197816863	1151.652294	9.229648937	13.04612697
224832_at	21.45740649	1813.748495	76.35927448	28.33783788
224862_at	3873.588039	157.8370672	2.326158633	1545.767047
224973_at	21.13634142	12.52264683	4.952929275	3463.840023
225056_at	1859.25413	9.707472843	4.797048392	77.20455811
225129_at	39.71413634	363.6659065	5.998784364	2745.885969
225387_at	954.6495454	21.05835722	5.841158223	137.667781
225681_at	2488.728377	21.8175248	21.09225224	34.64238726
225782_at	2.690135846	240.2772738	3.184974475	1050.138559
225792_at	20.63729056	653.0241253	6.795044614	8.700121645
225897_at	225.2986002	7955.756552	13.37135008	1280.678186
225911_at	10.43286891	2279.417151	28.88341196	109.443495
225962_at	1554.679376	12.21184285	14.13355547	23.96343042
226099_at	92.16343058	3013.323652	1.035874617	541.7854302
226247_at	1625.050954	80.68523135	41.22783535	29.84349201
226333_at	22.17964628	59.56658407	15.21261032	6087.301717
226548_at	885.0648742	20.89681839	14.23341646	6.804540548
226636_at	10.07468693	753.1156434	7.820532052	329.2499276
226677_at	2093.323732	10.47116419	8.27846248	3169.0917
226811_at	1132.91559	154.7595044	43.86149816	9.22263028
226884_at	358.8517221	2.605825591	10.27926541	3.803744329
227030_at	269.6413738	1505.682371	4785.142772	17.32949927
227034_at	9.161804504	891.8861769	60.22397469	20.22424587
227036_at	10.31047041	47.58299022	1.63104037	1042.646382
227174_at	35.70775782	1221.393772	37.68218816	59.51017733
227189_at	22.63063899	22.85305435	4752.220623	108.5709978
227266_s_at	2606.678463	59.19557225	29.22277596	520.7778361
227347_x_at	2170.360701	44.06387077	59.62545254	68.9558222
227371_at	17.36154049	716.1052135	36.57984668	17.50556802
