NAME	Jurkat	IM-9	Raji	THP-1
227372_s_at	7.223158758	1566.286723	4.503247787	74.3429865
227623_at	15.37273768	1129.020085	16.51875906	25.16746542
227671_at	97.07106312	4941.995094	98.2111546	149.9963
227742_at	19.98352325	9806.772278	22.38913112	498.1284596
227812_at	10.61759946	1038.452951	5.424359465	98.91995637
227834_at	15.22343701	15.24445399	262.2874101	29.29923854
227915_at	15.48797785	1153.296115	10.86170476	26.0191825
227923_at	214.9153491	12.27585696	5.002440426	4.30120238
227947_at	221.8520421	1.983737041	11.16240754	1565.606042
227949_at	23.54233053	63.92235543	5.707852892	3552.826188
227952_at	55.90915385	5046.753665	316.5222192	180.4482741
228056_s_at	3.0049292	368.3989153	2230.198104	501.1129373
228071_at	1930.30023	235.9932847	9.265233884	8.220413404
228153_at	416.9575863	85.24767974	6616.887004	140.0160637
228262_at	13.69718397	65.86833447	615.0375781	12.17044473
228293_at	5.04136001	7.4932705	3.048395009	352.1405763
228486_at	17.2829995	14.32608233	14.0577175	1887.919031
228592_at	10.13469001	7636.935358	17829.47849	393.5262263
228625_at	53.0863522	30.37145648	46.94942396	9947.736581
228636_at	71.83126188	250.2300921	97.95377143	8871.987751
228737_at	8.575137873	4130.439398	5.00969421	493.2679727
228758_at	19.60396201	15.16116207	675.6040923	32.46943168
229147_at	10.7446127	66.97399585	4077.574848	8.458860383
229159_at	1.751284034	1.535294035	4.247322359	1254.563861
229309_at	22.75374189	209.5258547	31.75602815	3391.333886
229552_at	7.464590858	6.159242171	233.1725037	9.503582099
229580_at	5.168587591	10.07231974	6.31902564	789.3170323
229598_at	6.328324709	2.631867909	156.1678168	2.792272059
229638_at	13532.67527	35.59975808	7.058348962	9811.572141
229973_at	8.383371103	5211.311355	5.287781482	304.0561615
230135_at	1192.546861	17.24588506	21.26581555	44.81018598
230193_at	12.98042031	19.01832694	1406.608111	16.55792977
230218_at	113.0200569	1266.541552	12.51690463	11.87145438
230233_at	28.48808381	18.40416662	932.2858943	18.61379378
230493_at	1477.955393	34.26267768	46.06626582	40.24467092
230550_at	41.72367834	6.848890387	29.5061824	1893.927114
230624_at	79.68115265	20.40414253	770.6905578	13.07800615
230625_s_at	11.4052483	1462.616188	20.69014892	36.80051232
230650_at	7.076051907	811.1181273	24.03939212	57.85385562
230673_at	3.427496044	873.3046232	508.3022246	5.369272988
230788_at	7.489338351	288.9011528	2215.826399	13.85321885
230876_at	11.37039811	246.3749987	7.670435932	10.94453225
230900_at	9.810180384	39.1218723	290.9142301	7.427897135
230958_s_at	13.72138282	11.19173331	483.4796879	65.51504148
231040_at	840.0023022	69.09673361	3.437778535	38.74862491
231093_at	84.99683615	69.85654036	4777.820412	120.0908354
231120_x_at	2.714156009	2.750527952	3.521830995	877.9256637
231131_at	16.06400559	3329.448333	13.03065609	142.3652197
231175_at	463.4977145	18.16563771	1.258606111	23.0423697
231219_at	307.1738089	7.267405975	4.588276546	7.5054441
231307_at	5.033980425	431.6854567	3.241267836	4.872827768
231442_at	7.307096251	20.6410551	338.14539	12.99899582
231786_at	52.54249008	4.202514812	3.917462185	719.4661737
231798_at	396.633202	27.82201919	3.031047257	10.7061964
231804_at	4.659528855	6.166683494	7.339629391	927.214909
231841_s_at	16.2732682	5.502917424	6.246765527	494.6250585
231935_at	1243.218057	19.16727112	30.03224404	22.93270711
232080_at	39.64423489	2453.926786	331.6101907	112.5628111
232231_at	194.8974631	19.35222616	10.20544754	3821.559708
232232_s_at	39.31206757	23.40264349	20.82253565	3128.911955
232234_at	1365.373154	26.80280165	26.45933852	82.86602009
232618_at	5.093779437	4.864514862	418.7996911	260.8045987
232739_at	17.04473686	26.89249808	793.0451002	20.07509953
232752_at	656.5716267	6.081091302	4.152084588	44.95688188
233500_x_at	12.78222357	85.72448952	2543.991928	15.13706309
233512_at	7.602188483	422.5383935	6.38751465	11.21342798
233587_s_at	1264.284842	16.90349605	19.01040352	111.3099956
233814_at	15.81895121	1863.193033	8.857602545	116.7890584
234307_s_at	482.620276	13.13554534	8.43635314	9.163450833
234994_at	23.21114163	2613.228939	21.3503386	79.85136751
235059_at	69.45911661	6.759742156	827.9292402	6.306530392
235275_at	139.0519479	173.978698	167.127079	16174.10763
235383_at	4770.358823	20.3337939	37.44671379	18.47357333
235385_at	14.2091761	4.193724625	331.2831674	3.201523565
235400_at	5.276369405	720.4268804	4734.37131	14.46004465
235401_s_at	17.57942767	520.7778361	5319.104789	28.03020184
235522_at	13.16899319	27.58782015	439.9599572	9.451388801
235549_at	59.1311295	8.159101474	513.7820484	10.43379536
235557_at	7.684469177	10.37240064	514.3067342	10.48978814
235574_at	7.60009749	303.3055195	7.252450283	5.402070782
235593_at	9.763697518	3.864089609	58.35901757	1088.499476
235638_at	37.84640653	49.09604492	2282.435928	47.51050694
236191_at	72.41482382	10.44992479	1089.053291	265.7561867
236280_at	5.870436804	3907.600566	435.7909736	10.01439546
236351_at	3162.271689	24.05897635	58.45037392	43.72077515
236632_at	6516.172812	27.80561676	28.01938831	98.19096032
236681_at	2433.695101	37.79879852	85.81663457	91.68711797
237265_at	11.47231626	8.397300464	12.36530912	1630.214582
237466_s_at	800.8932831	8.304895872	6.570080768	13.72060919
238206_at	18.78856182	5.954219425	8.762245794	1031.15268
238365_s_at	6.297539217	6.763313692	86.54534673	3991.24069
238605_at	22.44456751	1627.095852	16.89292999	20.79652959
238674_at	53.487079	16.81630363	750.0294487	18.63035433
238692_at	389.2998001	16.27517349	8.703435653	12.66374342
239012_at	63.11057575	49.01216612	2166.028422	61.59617733
239108_at	32.36374948	5.453601235	8.799937305	1266.541552
239178_at	379.1299265	2.721430763	15.82122168	1.195230891
239292_at	7.132592241	7.536532511	242.9417584	4.420513707
239481_at	163.936334	4032.061205	67.59241505	254.0868337
239503_at	5.815182742	18.61379378	3.43314124	747.1710051
239913_at	2.898924353	2.709045	14.68769752	1233.398299
240915_at	25.59046352	87.02906889	1726.719888	51.51024015
241365_at	799.4837919	2.294481254	2.062636635	1889.483348
242277_at	11.71179504	6.51332865	5.222285414	1001.374974
242301_at	171.7370026	3614.447416	146.7235219	184.8009793
242334_at	7.218222997	10.92337247	1486.647766	17.0013916
242520_s_at	3.131890843	1.608974535	5.970279583	2303.576123
243110_x_at	641.7370779	2.212618716	2.322746181	2.304047726
243753_at	50.00292473	1732.515656	39.55576074	112.7843226
243756_at	7.657742778	3.997060612	6.174241817	695.5767281
244040_at	15.29972857	55.93338163	1406.295876	18.25252101
244413_at	38.75222717	13.95977828	2127.312021	25.55269966
244644_at	57.5066414	6315.427704	47.70663564	244.6472732
244887_at	7.315871376	27.69776528	1249.814281	49.17246541
31874_at	2292.052747	6.877459579	4.554259072	239.2177869
33767_at	31.41215477	9.181719976	30.25066795	1404.469827
34210_at	106.3750089	15.00029541	6677.131112	225.5811092
39248_at	3542.178249	29.25382458	40.32123298	437.0619275
39318_at	94.98833736	87.88590084	10248.01159	109.8535995
40284_at	31.76987953	881.9594647	11.7672952	10.04792396
