"gene","GSM1587845_Normal_tonsil_B_cells_1.CEL.gz","GSM1587846_Normal_tonsil_B_cells_3.CEL.gz","GSM1587847_Normal_tonsil_B_cells_4.CEL.gz","GSM1587848_Normal_tonsil_B_cells_5.CEL.gz","GSM1587849_Normal_tonsil_B_cells_6.CEL.gz","GSM1587850_Normal_tonsil_T_cells_1.CEL.gz","GSM1587851_Normal_tonsil_T_cells_3.CEL.gz","GSM1587852_Normal_tonsil_T_cells_4.CEL.gz","GSM1587853_Normal_tonsil_T_cells_5.CEL.gz","GSM1587854_Normal_tonsil_T_cells_6.CEL.gz"
"ACOT8",445.56046135736,394.65367444883,669.718194801077,1160.15967144858,669.442470646623,469.307424716925,884.612072279279,908.681541552837,843.115758114705,638.395360408849
"ABI1",4399.56337278039,4154.01389213128,4154.01389213128,3735.8586899466,3968.23157891126,4108.38083536988,4054.08556522584,3764.66190073069,3568.18857545346,3345.03949462873
"GNPDA1",148.538665626596,213.262689800256,309.557848423022,281.243799602856,422.221896888155,778.366288318967,801.419467540783,1015.25345751999,985.129103131784,911.995189226125
"KCNE3",11.2357876352826,11.8317550216708,10.4879352299053,14.0670565224369,23.4624830264378,71.7777896453153,13.924697317982,37.9456660297421,7.38583110346997,46.0786620997821
"ZBTB33",372.222669462706,512.24288645093,308.467451218084,445.43624940954,534.146121939472,521.631298432968,309.816942495067,420.837502092446,372.591581336188,529.785207650005
"SNHG8",5725.42969023584,7655.11889255222,4652.380009731,3203.2611346412,7399.33193266239,6066.11521133032,3624.68658279092,5537.02773192908,2390.78032579805,7049.25916330386
"GS1-600G8.3",1.45328131294964,1.50394070970671,1.98416620270862,4.11412474814546,3.73518573713959,29.022920249324,1.38045983750171,37.1414228935825,65.3376545454527,11.1882863391413
"CDH3",14.4902875988886,5.09621022664409,17.7612065050032,86.6750173837057,10.0563588912935,12.0540162902501,5.1432880328658,9.28708356020047,64.0940607728494,3.40753996228532
"TANK",1928.34175853775,1781.73389579419,1686.59338056435,1434.21341576111,1352.69491521616,1505.16714932649,1820.74191353052,1235.95695816829,1483.05777338085,935.731427356929
"ZSCAN30",259.83638481035,322.091331558772,196.52314686831,182.570390298609,198.331368187632,190.680808819742,197.821966916206,194.05236883047,151.150491404465,114.237209558808
"ANKRD26P3",3.15602889937354,52.0327670417391,36.0766488007416,86.2469902492381,7.46263264307244,79.9996723371392,20.6909958515644,42.3963067848363,49.5741186891571,50.1051550687509
"SRA1",900.714117245993,669.83521016805,913.917266962901,1554.34901922656,793.158669281686,832.248474972506,688.392829369145,1145.71132904944,1152.05926087488,833.663848792014
"TMEM170B",46.0889731289096,75.1722927291297,59.2171264880343,41.4050486559533,97.9612074725362,74.6628806138168,60.4675351533263,74.8791007583683,62.1759658906023,54.1450105634507
"HOTAIR",28.4422292310383,23.007605318359,1.33761218251323,32.7132112006965,2.35469171571358,6.66007747900947,2.72890439540585,44.8853461142247,3.08587098679954,3.40430628840233
"ZGLP1",52.8378723616466,34.8552285738484,19.8240927482513,132.965607922013,50.3518554782509,140.992728968459,20.4122106592685,74.5351107672658,6.24164357130919,11.7772641076744
